attack_success_rate,avg_final_confidence,group,harmful_action_rate,harmful_judge_disagreement_rate,heuristic_accuracy,llm_accuracy,llm_harmful_action_rate,n,poison_retrieval_rate
0.9568965517241379,0.9751436781609195,global,0.5258620689655172,0.43103448275862066,0.27586206896551724,0.0,0.9568965517241379,116,1.0
0.9080459770114943,0.9346743295019156,targeted,0.3333333333333333,0.5977011494252874,0.4827586206896552,0.0,0.8850574712643678,174,1.0
